Customer_id,corp,cohort,cohort_text,ethnic,language,groupcode,cust_res,enhanced_est_income,i1_combined_age,i1_gendercode,dwelling_type,length_of_residence,number_of_children,occupation_group1,education_individual1,product_id,zipcode,ethnic1,lnguage,lnth_res
1081,7808,D20,D20,10,1,K,2,D,I58,F,S,38,0,I3,51,18,6851,GERMAN,ENGLISH,36+ Years
1082,7828,K58,K58,19,1,E,2,H,~,M,~,17,1,I4,51,18,11563,ITALIAN,ENGLISH,16-20 Years
1083,7828,K58,K58,26,1,L,2,D,E65,F,S,48,0,I9,51,3,11563,UKRAINIAN,ENGLISH,36+ Years
1084,7873,O68,O68,15,1,K,1,B,E55,F,S,19,0,I3,14,3,7430,IRISH,ENGLISH,16-20 Years
1085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1086,7840,J53,J53,10,1,K,4,H,~,F,~,15,0,I8,52,18,11786,GERMAN,ENGLISH,11-15 Years
1087,7801,J49,J49,19,1,E,4,F,E48,M,S,28,0,I1,53,18,11729,ITALIAN,ENGLISH,26-30 Years
1088,7801,F30,F30,19,1,E,1,G,E79,F,A,22,0,K9,11,18,11735,ITALIAN,ENGLISH,20-25 Years
1089,7801,P70,P70,19,1,E,2,E,E72,M,S,37,0,K3,53,18,11791,ITALIAN,ENGLISH,36+ Years
1090,7801,K58,K58,30,1,L,2,J,E58,F,S,20,0,I3,52,18,11803,RUSSIAN,ENGLISH,16-20 Years
1091,7837,K58,K58,20,20,O,10,C,~,U,~,8,0,I3,55,18,10471,HISPANIC,SPANISH,6-10 Years
1092,7801,E27,E27,E2,1,A,2,H,E73,M,S,28,1,K8,11,18,11701,AFRICAN AMERICAN,ENGLISH,26-30 Years
1093,7801,K58,K58,19,1,E,1,F,E65,F,S,21,0,I9,51,18,11735,ITALIAN,ENGLISH,20-25 Years
1094,7858,J51,J51,10,1,K,4,E,E35,M,A,7,0,I8,54,3,11570,GERMAN,ENGLISH,6-10 Years
1095,7858,K58,K58,2,1,K,1,B,E85,F,S,52,0,I9,51,18,11756,SCOTTISH,ENGLISH,36+ Years
1096,7883,K57,K57,19,1,E,1,G,E65,M,A,30,1,I9,13,18,12528,ITALIAN,ENGLISH,26-30 Years
1097,7816,L60,L60,20,1,O,2,H,E69,F,S,17,0,K3,14,3,11937,HISPANIC,ENGLISH,16-20 Years
1098,7801,J54,J54,1,1,K,1,G,E50,M,S,11,1,K6,51,18,11704,ENGLISH,ENGLISH,11-15 Years
1099,7801,F31,F31,~,~,~,~,C,~,F,~,0,0,I8,54,18,11714,UNKNOWN,UNKNOWN,0 Years
1100,7808,N65,N65,10,1,K,4,J,I26,F,S,5,0,I3,54,18,6880,GERMAN,ENGLISH,1-5 Years
1101,7848,P71,P71,1,1,K,1,L,~,M,~,10,0,I9,53,18,11050,ENGLISH,ENGLISH,6-10 Years
1102,7848,N67,N67,19,1,E,3,L,E38,M,A,2,2,I1,54,18,11030F,ITALIAN,ENGLISH,1-5 Years
1103,7840,F32,F32,19,1,E,1,I,E51,M,S,21,1,K1,14,18,11779,ITALIAN,ENGLISH,20-25 Years
1104,7858,K58,K58,15,1,K,1,H,E54,F,S,20,0,I3,51,3,11010,IRISH,ENGLISH,16-20 Years
1105,7802,K58,K58,2,1,K,2,L,I22,F,S,1,1,I5,52,18,7410,SCOTTISH,ENGLISH,1-5 Years
1106,7839,H42,H42,22,1,L,1,H,E67,M,S,18,0,K1,54,18,11901A,POLISH,ENGLISH,16-20 Years
1107,7801,K56,K56,15,1,K,4,F,~,M,S,2,0,U0,0,18,11801,IRISH,ENGLISH,1-5 Years
1108,7870,J52,J52,20,20,O,5,G,E47,F,S,2,0,I8,51,18,7675,HISPANIC,SPANISH,1-5 Years
1109,7801,M64,M64,19,1,E,2,I,E57,M,S,19,0,I1,52,18,11040,ITALIAN,ENGLISH,16-20 Years
1110,7858,K58,K58,10,1,K,1,F,E56,M,S,27,0,I1,14,18,11510,GERMAN,ENGLISH,26-30 Years
1111,7801,K58,K58,15,1,K,2,I,E54,M,S,50,0,I6,51,18,11702,IRISH,ENGLISH,36+ Years
1112,7836,J52,J52,19,1,E,2,L,E40,M,A,7,0,I1,51,18,11228,ITALIAN,ENGLISH,6-10 Years
1113,7866,E23,E23,85,1,A,5,F,~,U,~,3,0,I3,54,18,7753,AFRICAN AMERICAN,ENGLISH,1-5 Years
1114,7801,J54,J54,15,1,K,1,F,E46,M,S,7,0,I4,51,18,11747,IRISH,ENGLISH,6-10 Years
1115,7858,J53,J53,19,1,E,1,B,E46,F,S,39,1,K4,13,18,11783,ITALIAN,ENGLISH,36+ Years
1116,7801,P70,P70,XZ,1,I,3,H,E65,M,S,27,0,K4,13,3,11803,Iran,,
1117,7875,J52,J52,19,1,E,1,I,E52,F,S,20,0,K4,11,5,8872,ITALIAN,ENGLISH,16-20 Years
1118,7801,K56,K56,19,1,E,3,F,E52,F,S,20,5,K3,14,18,11703,ITALIAN,ENGLISH,16-20 Years
1119,7801,K55,K55,19,1,E,11,F,~,M,~,22,0,I6,51,18,11703,ITALIAN,ENGLISH,20-25 Years
1120,7840,K55,K55,1,1,K,2,E,~,M,S,32,0,U0,0,18,11720,ENGLISH,ENGLISH,31-35 Years
1121,7808,N66,N66,19,1,E,2,J,~,M,~,14,0,I2,54,18,6903,ITALIAN,ENGLISH,11-15 Years
1122,7883,L63,L63,50,7A,C,2,G,E28,U,S,31,0,I3,53,18,12540,INDIAN,HINDI,31-35 Years
1123,7877,F30,F30,53,53,N,3,H,E39,F,S,9,1,I8,53,18,7480,CHINESE,CHINESE (MANDARIN,
1124,7836,K58,K58,19,19,E,2,F,E39,M,S,27,1,I1,51,18,11214,ITALIAN,ITALIAN,26-30 Years
1125,7840,J54,J54,30,1,L,1,H,~,F,~,22,1,I8,52,18,11705,RUSSIAN,ENGLISH,20-25 Years
1126,7858,L63,L63,8,1,K,4,G,E68,M,S,15,0,I9,51,18,11554,DUTCH,ENGLISH,11-15 Years
1127,7801,L62,L62,2,1,K,1,D,E82,F,S,39,0,K9,11,18,11762,SCOTTISH,ENGLISH,36+ Years
1128,7858,O68,O68,11,1,K,2,L,E59,F,S,25,0,I5,54,18,11566,AUSTRIAN,ENGLISH,20-25 Years
1129,7840,L61,L61,19,1,E,1,G,E66,U,S,18,0,I9,52,5,11741,ITALIAN,ENGLISH,16-20 Years
1130,7836,A06,A06,85,1,A,3,C,E37,M,M,2,0,K5,12,18,11203,AFRICAN AMERICAN,ENGLISH,1-5 Years
1131,7870,J51,J51,1,1,K,6,F,~,F,~,15,0,I9,51,18,7035,ENGLISH,ENGLISH,11-15 Years
1132,7868,J52,J52,2,1,K,1,F,E60,M,S,34,0,I6,51,18,11776,SCOTTISH,ENGLISH,31-35 Years
1133,7858,H42,H42,1,1,K,1,E,E72,F,S,52,0,I9,51,18,11580,ENGLISH,ENGLISH,36+ Years
1134,7808,P71,P71,1,1,K,2,L,E65,F,S,24,0,I9,53,18,6612,ENGLISH,ENGLISH,20-25 Years
1135,7806,D18,D18,19,1,E,7,C,~,M,~,8,0,I4,11,18,6605,ITALIAN,ENGLISH,6-10 Years
1136,7875,M64,M64,19,1,E,9,K,E44,F,S,2,1,I2,52,18,7059,ITALIAN,ENGLISH,1-5 Years
1137,7858,J52,J52,19,1,E,1,D,E75,M,S,45,0,K9,51,18,11554,ITALIAN,ENGLISH,36+ Years
1138,7858,A01,A01,~,~,~,~,E,I57,F,M,11,0,I1,51,18,11550,UNKNOWN,UNKNOWN,11-15 Years
1139,7840,K55,K55,17,1,K,1,H,E83,F,S,50,0,K4,51,18,11717,FRENCH,ENGLISH,36+ Years
1140,7840,N66,N66,15,1,K,2,H,E50,M,S,14,0,K3,13,18,11780,IRISH,ENGLISH,11-15 Years
1141,7868,K58,K58,37,1,L,3,I,E49,M,S,16,0,I1,52,18,11755,ROMANIAN,ENGLISH,16-20 Years
1142,7840,J54,J54,19,1,E,1,E,~,M,S,19,0,U0,0,5,11738,ITALIAN,ENGLISH,16-20 Years
1143,7801,K58,K58,10,1,K,1,G,E66,U,S,37,3,I9,55,18,11762,GERMAN,ENGLISH,36+ Years
1144,7801,N66,N66,66,1,J,1,L,E48,F,S,13,1,K1,12,18,11747,JEWISH,ENGLISH,11-15 Years
1145,7875,G38,G38,1,1,K,5,A,E55,M,A,11,0,I1,54,18,8902,ENGLISH,ENGLISH,11-15 Years
1146,7837,D21,D21,E1,1,A,2,B,E78,F,A,0,0,I9,55,5,10451,AFRICAN AMERICAN,ENGLISH,0 Years
1147,7858,L61,L61,19,1,E,1,C,E64,F,S,27,0,K3,13,18,11572,ITALIAN,ENGLISH,26-30 Years
1148,7840,J51,J51,15,1,K,3,A,E36,F,S,5,0,I3,53,18,11787,IRISH,ENGLISH,1-5 Years
1149,7840,J53,J53,10,1,K,4,G,E55,M,S,22,1,I1,54,18,11788,GERMAN,ENGLISH,20-25 Years
1150,7883,J51,J51,20,20,O,8,E,E44,M,S,9,1,I6,13,18,12590,HISPANIC,SPANISH,6-10 Years
1151,7840,N66,N66,10,1,K,2,H,E50,M,S,18,4,K3,13,18,11715,GERMAN,ENGLISH,16-20 Years
1152,7801,L63,L63,20,1,O,3,E,E67,M,S,33,0,K3,13,18,11801,HISPANIC,ENGLISH,31-35 Years
1153,7801,O68,O68,30,1,L,1,F,~,M,S,51,0,U0,0,18,11803,RUSSIAN,ENGLISH,36+ Years
1154,7868,L62,L62,15,1,K,4,G,I62,F,S,9,0,I8,54,18,11733,IRISH,ENGLISH,6-10 Years
1155,7837,F32,F32,20,20,O,1,F,E42,M,S,1,0,I6,52,18,10473,HISPANIC,SPANISH,1-5 Years
1156,7840,H39,H39,E5,1,A,9,E,E71,F,A,21,0,I9,51,18,11717,AFRICAN AMERICAN,ENGLISH,20-25 Years
1157,7801,K56,K56,85,~,A,3,L,E53,F,S,20,0,I5,51,18,11758,AFRICAN AMERICAN,UNKNOWN,16-20 Years
1158,7858,L63,L63,15,1,K,2,G,E77,M,S,21,0,I9,53,18,11530,IRISH,ENGLISH,20-25 Years
1159,7883,L61,L61,19,1,E,1,G,E36,F,S,3,5,I5,14,18,12603,ITALIAN,ENGLISH,1-5 Years
1160,7836,L60,L60,20,1,O,1,A,E55,F,A,14,0,I3,55,5,11217,HISPANIC,ENGLISH,11-15 Years
1161,7868,J54,J54,19,1,E,1,G,~,F,~,22,0,I8,51,18,11733,ITALIAN,ENGLISH,20-25 Years
1162,7801,P71,P71,19,1,E,3,F,E82,F,S,15,0,I9,51,18,11791,ITALIAN,ENGLISH,11-15 Years
1163,7837,D18,D18,20,20,O,9,B,E82,M,A,12,0,I9,55,18,10457,HISPANIC,SPANISH,11-15 Years
1164,7858,L62,L62,66,1,J,3,G,E42,F,M,2,0,I1,53,18,11561,JEWISH,ENGLISH,1-5 Years
1165,7868,N66,N66,1,1,K,2,G,E52,F,S,25,0,K3,11,18,11733,ENGLISH,ENGLISH,20-25 Years
1166,7801,P71,P71,19,1,E,2,L,E76,F,S,21,0,I9,53,18,11576,ITALIAN,ENGLISH,20-25 Years
1167,7840,K58,K58,19,1,E,2,L,E58,F,S,37,0,I3,51,18,11716,ITALIAN,ENGLISH,36+ Years
1168,7869,K56,K56,19,1,E,3,C,E81,F,A,13,0,I9,12,18,10805,ITALIAN,ENGLISH,11-15 Years
1169,7876,H42,H42,~,~,~,6,C,I51,F,A,2,0,I8,55,18,7034,UNKNOWN,UNKNOWN,1-5 Years
1170,7840,K58,K58,19,1,E,1,F,E93,M,S,55,0,I9,14,18,11763,ITALIAN,ENGLISH,36+ Years
1171,7806,B12,B12,20,1,O,14,D,~,F,~,12,0,I6,51,18,6604,HISPANIC,ENGLISH,11-15 Years
1172,7840,L63,L63,19,1,E,1,E,E64,M,S,10,0,I6,54,18,11766,ITALIAN,ENGLISH,6-10 Years
1173,7840,J53,J53,8,1,K,3,G,I50,M,S,16,0,I8,51,18,11754,DUTCH,ENGLISH,16-20 Years
1174,7839,K59,K59,16,1,K,2,L,E65,M,S,23,0,I9,14,18,11971,WELSH,ENGLISH,20-25 Years
1175,7858,N66,N66,10,1,K,4,K,E36,M,S,6,0,I2,13,18,11598,GERMAN,ENGLISH,6-10 Years
1176,7875,H39,H39,15,1,K,2,E,E65,F,S,17,0,K3,13,18,7735,IRISH,ENGLISH,16-20 Years
1177,7876,N66,N66,1,1,K,2,F,E33,F,S,2,0,I8,54,18,7836,ENGLISH,ENGLISH,1-5 Years
1178,7868,J51,J51,19,1,E,4,F,~,F,~,14,1,K3,51,18,11941,ITALIAN,ENGLISH,11-15 Years
1179,7818,L60,L60,1,1,K,1,H,E72,F,S,51,1,K3,13,5,11751,ENGLISH,ENGLISH,36+ Years
1180,7840,H42,H42,20,1,O,3,F,E50,M,S,8,1,I6,55,18,11953,HISPANIC,ENGLISH,6-10 Years
1181,7808,P70,P70,10,1,K,6,E,E70,M,S,20,0,I9,14,3,6880,GERMAN,ENGLISH,16-20 Years
1182,7883,F28,F28,12,1,L,4,F,E54,M,S,15,1,I6,11,18,12508,HUNGARIAN,ENGLISH,11-15 Years
1183,7840,K56,K56,19,1,E,1,E,E57,M,S,25,2,K9,11,18,11779,ITALIAN,ENGLISH,20-25 Years
1184,7840,N65,N65,1,~,K,3,K,E56,M,S,21,0,K2,13,18,11787,ENGLISH,UNKNOWN,20-25 Years
1185,7858,H41,H41,30,24,L,2,A,E70,M,A,0,0,I9,51,18,11554,RUSSIAN,LATVIAN,0 Years
1186,7876,L62,L62,20,20,O,8,H,E45,M,A,0,0,I6,51,18,7928,HISPANIC,SPANISH,0 Years
1187,7844,G37,G37,20,20,O,5,F,I26,M,A,6,0,I6,55,18,7202,HISPANIC,SPANISH,6-10 Years
1188,7801,O68,O68,1,1,K,4,F,E28,M,S,28,0,I6,53,18,11762,ENGLISH,ENGLISH,26-30 Years
1189,7868,J52,J52,1,1,K,1,E,E49,M,S,41,0,I6,52,18,11940,ENGLISH,ENGLISH,36+ Years
1190,7836,G38,G38,8W,1,M,1,E,E63,F,A,6,0,I5,14,18,11234,JAMAICAN,ENGLISH,6-10 Years
1191,7836,H42,H42,10,1,K,3,E,~,F,~,7,0,I3,53,18,11223,GERMAN,ENGLISH,6-10 Years
1192,7876,F32,F32,1,1,K,2,G,E42,M,S,12,4,K3,12,18,7843,ENGLISH,ENGLISH,11-15 Years
1193,7840,K58,K58,47,1,C,4,H,E58,F,S,7,0,K8,51,18,11741,PAKISTANI,ENGLISH,6-10 Years
1194,7801,M64,M64,19,1,E,3,F,E33,M,S,6,0,I1,54,18,11743,ITALIAN,ENGLISH,6-10 Years
1195,7837,B11,B11,20,20,O,3,A,E48,F,A,11,1,I4,55,18,10468,HISPANIC,SPANISH,11-15 Years
1196,7837,B07,B07,8S,1,A,1,A,I52,F,A,0,0,I6,51,18,10456,ASHANTI,ENGLISH,0 Years
1197,7882,K58,K58,1,1,K,1,G,E59,F,S,27,0,K3,13,18,10562,ENGLISH,ENGLISH,26-30 Years
1198,7858,K55,K55,19,20,E,1,E,E56,M,S,50,0,I2,51,5,11553,ITALIAN,SPANISH,36+ Years
1199,7865,K58,K58,19,~,E,1,F,E52,F,S,20,0,I5,53,18,7728,ITALIAN,UNKNOWN,16-20 Years
1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1201,7858,K55,K55,19,1,E,1,F,E82,M,S,51,0,K9,11,18,11516,ITALIAN,ENGLISH,36+ Years
1202,7801,N67,N67,1,1,K,1,E,E84,M,S,43,0,K9,14,3,11746,ENGLISH,ENGLISH,36+ Years
1203,7839,J54,J54,19,19,E,1,F,E26,F,S,10,0,I8,54,18,11942,ITALIAN,ITALIAN,6-10 Years
1204,7808,N66,N66,1,1,K,2,L,E46,B,A,21,2,I1,54,18,6883,ENGLISH,ENGLISH,20-25 Years
1205,7836,G35,G35,8U,17,M,4,B,E58,F,A,0,0,I8,51,18,11230,HAITIAN,FRENCH,0 Years
1206,7808,P70,P70,1,1,K,1,F,E60,F,S,31,0,I5,12,18,6896,ENGLISH,ENGLISH,31-35 Years
1207,7858,K55,K55,10,1,K,1,F,E57,M,S,32,1,I2,51,18,11554,GERMAN,ENGLISH,31-35 Years
1208,7882,K55,K55,19,1,E,2,F,E55,M,S,14,0,I6,52,18,10993,ITALIAN,ENGLISH,11-15 Years
1209,7868,J49,J49,15,1,K,6,F,E42,F,S,10,2,I8,11,18,11784,IRISH,ENGLISH,6-10 Years
1210,7801,N67,N67,19,1,E,1,H,E49,M,S,12,0,I6,14,18,11803,ITALIAN,ENGLISH,11-15 Years
1211,7801,J49,J49,19,1,E,3,I,E48,F,S,11,0,I8,53,18,11731,ITALIAN,ENGLISH,11-15 Years
1212,7840,J53,J53,19,1,E,3,H,E53,M,S,23,1,K1,54,18,11787,ITALIAN,ENGLISH,20-25 Years
1213,7869,~,UNKNOWN,10,~,K,1,~,~,~,~,~,~,~,~,3,10503,GERMAN,UNKNOWN,Missing
1214,7804,H42,H42,37,1,L,8,B,E71,F,A,6,0,K3,51,18,7002,ROMANIAN,ENGLISH,6-10 Years
1215,7865,B11,B11,20,1,O,8,B,E37,F,S,11,5,I8,51,18,8701,HISPANIC,ENGLISH,11-15 Years
1216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1217,7808,N66,N66,10,1,K,8,L,~,F,~,23,0,I1,54,18,6870,GERMAN,ENGLISH,20-25 Years
1218,7875,H39,H39,~,~,~,~,C,E53,M,M,0,0,I8,52,18,8901,UNKNOWN,UNKNOWN,0 Years
1219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1220,7836,D18,D18,E1,1,A,3,C,E70,F,A,13,0,I9,55,5,11233,AFRICAN AMERICAN,ENGLISH,11-15 Years
1221,7883,F29,F29,19,1,E,6,E,E32,F,A,1,0,I8,54,18,12590,ITALIAN,ENGLISH,1-5 Years
1222,7836,G35,G35,E1,1,A,2,H,E53,F,A,16,0,I3,51,5,11207,AFRICAN AMERICAN,ENGLISH,16-20 Years
1223,7801,F33,F33,8,1,K,2,F,E49,M,S,13,0,I1,52,3,11542,DUTCH,ENGLISH,11-15 Years
1224,7875,H42,H42,15,1,K,1,H,E72,F,S,20,2,I9,51,18,8817,IRISH,ENGLISH,16-20 Years
1225,7808,F29,F29,15,1,K,1,D,E53,F,A,29,0,I5,54,18,6851,IRISH,ENGLISH,26-30 Years
1226,7836,H42,H42,XG,7A,C,3,G,E66,M,S,10,0,I9,55,18,11236,S ASIAN,HINDI,6-10 Years
1227,7801,L61,L61,15,1,K,3,F,E49,F,S,19,0,K5,12,18,11704,IRISH,ENGLISH,16-20 Years
1228,7858,K58,K58,1,1,K,2,E,E57,M,A,22,0,I1,51,18,11561,ENGLISH,ENGLISH,20-25 Years
1229,7868,K58,K58,8,1,K,4,F,E61,M,S,27,1,I6,53,18,11733,DUTCH,ENGLISH,26-30 Years
1230,7840,H42,H42,30,1,L,11,E,E56,F,A,8,0,I5,12,18,11779,RUSSIAN,ENGLISH,6-10 Years
1231,7858,J53,J53,1,1,K,3,K,E52,M,S,24,1,I6,51,18,11756,ENGLISH,ENGLISH,20-25 Years
1232,7858,J53,J53,19,1,E,1,F,E42,F,S,8,4,K1,13,18,11570,ITALIAN,ENGLISH,6-10 Years
1233,7801,N66,N66,19,1,E,2,I,E45,M,S,38,3,I2,52,18,11768,ITALIAN,ENGLISH,36+ Years
1234,7839,G37,G37,~,~,~,~,~,~,~,~,~,~,~,~,5,11933,UNKNOWN,UNKNOWN,Missing
1235,7866,H42,H42,~,~,~,~,F,~,U,~,8,0,I2,53,3,7753,UNKNOWN,UNKNOWN,6-10 Years
1236,7839,~,UNKNOWN,~,~,~,2,~,~,~,~,~,~,~,~,3,11978J,UNKNOWN,UNKNOWN,Missing
1237,7875,J53,J53,20,1,O,2,J,E42,M,S,5,0,I2,52,18,8850,HISPANIC,ENGLISH,1-5 Years
1238,7874,F32,F32,19,19,E,3,F,E42,F,S,11,0,K8,51,18,08619J,ITALIAN,ITALIAN,11-15 Years
1239,7819,O68,O68,15,1,K,2,K,E50,F,S,11,1,I3,13,18,10597,IRISH,ENGLISH,11-15 Years
1240,7840,J54,J54,1,1,K,1,E,E85,M,S,57,0,I9,51,18,11778,ENGLISH,ENGLISH,36+ Years
1241,7840,K59,K59,19,1,E,3,K,E57,M,S,26,0,K3,13,18,11788,ITALIAN,ENGLISH,26-30 Years
1242,7870,L63,L63,19,~,E,4,F,E68,M,S,28,0,I9,13,3,7456,ITALIAN,UNKNOWN,26-30 Years
1243,7875,F32,F32,22,22,L,2,F,E45,M,S,3,0,I2,55,18,8807,POLISH,POLISH,1-5 Years
1244,7837,E22,E22,88,1,P,3,E,~,M,~,19,0,I8,55,18,10458,GHANAIAN,ENGLISH,16-20 Years
1245,7840,L63,L63,10,1,K,1,F,E73,M,S,35,0,I9,51,18,11787,GERMAN,ENGLISH,31-35 Years
1246,7839,J54,J54,1,1,K,5,G,E59,M,P,22,0,I5,55,18,11978J,ENGLISH,ENGLISH,20-25 Years
1247,7837,B11,B11,1,1,K,14,B,~,M,~,2,1,I4,55,18,10468,ENGLISH,ENGLISH,1-5 Years
1248,7840,J53,J53,17,1,K,3,H,E50,F,S,14,3,I8,54,18,11725,FRENCH,ENGLISH,11-15 Years
1249,7874,B09,B09,E1,1,A,5,C,E46,F,S,2,1,I8,52,18,08609A,AFRICAN AMERICAN,ENGLISH,1-5 Years
1250,7868,K55,K55,47,34,C,1,L,I37,M,S,5,0,I8,53,18,11755,PAKISTANI,FARSI,1-5 Years
1251,7840,K58,K58,2,1,K,1,L,E26,M,S,28,0,I4,53,18,11795,SCOTTISH,ENGLISH,26-30 Years
1252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1253,7801,K55,K55,66,1,J,3,I,E42,F,S,6,1,I5,53,18,11729,JEWISH,ENGLISH,6-10 Years
1254,7803,P70,P70,1,1,K,1,L,E84,M,S,25,1,I9,54,18,10536,ENGLISH,ENGLISH,20-25 Years
1255,7801,G35,G35,19,1,E,4,A,E91,F,S,2,0,K9,11,18,11704,ITALIAN,ENGLISH,1-5 Years
1256,7808,F33,F33,~,~,~,8,U,~,M,M,0,0,U0,0,18,6854,UNKNOWN,UNKNOWN,0 Years
1257,7836,F31,F31,30,30,L,2,A,E52,U,A,19,0,I8,51,3,11230,RUSSIAN,RUSSIAN,16-20 Years
1258,7840,F33,F33,20,20,O,8,D,~,M,~,17,0,K9,11,18,11777,HISPANIC,SPANISH,16-20 Years
1259,7870,F31,F31,19,1,E,5,B,E69,M,A,2,0,I9,51,18,7026,ITALIAN,ENGLISH,1-5 Years
1260,7837,B12,B12,20,20,O,4,A,I55,M,A,0,0,I8,51,18,10460,HISPANIC,SPANISH,0 Years
1261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1262,7836,H42,H42,19,1,E,4,E,E68,M,S,2,0,I9,55,5,11223,ITALIAN,ENGLISH,1-5 Years
1263,7837,B07,B07,20,20,O,2,A,I30,U,A,4,0,I8,51,18,10472,HISPANIC,SPANISH,1-5 Years
1264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1265,7836,D21,D21,20,1,O,7,E,E42,M,A,8,3,I4,54,18,11207,HISPANIC,ENGLISH,6-10 Years
1266,7875,K58,K58,~,~,~,7,A,I37,F,M,0,0,I8,55,18,8846,UNKNOWN,UNKNOWN,0 Years
1267,7858,K56,K56,15,1,K,1,E,E56,F,S,25,0,I8,11,18,11710,IRISH,ENGLISH,20-25 Years
1268,7801,O68,O68,19,1,E,2,F,E59,M,S,19,0,K3,14,18,11746,ITALIAN,ENGLISH,16-20 Years
1269,7801,K58,K58,19,1,E,6,J,E58,M,A,22,0,I1,51,18,11762,ITALIAN,ENGLISH,20-25 Years
1270,7801,L62,L62,19,1,E,1,E,E75,U,S,52,0,K9,12,18,11801,ITALIAN,ENGLISH,36+ Years
1271,7870,K56,K56,10,1,K,3,E,E48,F,A,5,2,I5,52,3,7110,GERMAN,ENGLISH,1-5 Years
1272,7801,N66,N66,1,1,K,1,K,E43,F,S,5,1,I8,52,18,11702,ENGLISH,ENGLISH,1-5 Years
1273,7801,J51,J51,8,1,K,4,G,E51,M,S,27,1,K6,14,18,11801,DUTCH,ENGLISH,26-30 Years
1274,7802,K56,K56,16,1,K,1,G,E64,M,S,29,0,K6,51,3,7646,WELSH,ENGLISH,26-30 Years
1275,7836,B12,B12,U1,1,A,4,C,~,M,~,6,0,I5,12,18,11213,AFRICAN AMERICAN,ENGLISH,6-10 Years
1276,7801,K55,K55,19,1,E,2,F,E60,M,A,35,0,K1,55,18,11757,ITALIAN,ENGLISH,31-35 Years
1277,7837,E22,E22,20,20,O,6,A,I30,M,A,0,0,I8,55,18,10462,HISPANIC,SPANISH,0 Years
1278,7868,J53,J53,25,1,L,3,F,E51,M,S,13,0,I6,12,18,11772,LITHUANIAN,ENGLISH,11-15 Years
1279,7858,J51,J51,20,20,O,8,F,~,M,~,13,0,I8,55,18,11553,HISPANIC,SPANISH,11-15 Years
1280,7836,C17,C17,E1,1,A,5,A,~,F,~,5,0,I6,51,18,11203,AFRICAN AMERICAN,ENGLISH,1-5 Years
1281,7848,N67,N67,~,~,~,~,L,~,M,~,8,0,I6,53,18,11576I,UNKNOWN,UNKNOWN,6-10 Years
1282,7868,K55,K55,20,20,O,6,E,E53,M,S,15,0,I1,55,18,11776,HISPANIC,SPANISH,11-15 Years
1283,7801,H42,H42,85,1,A,1,G,E71,F,S,35,0,I9,51,18,11702,AFRICAN AMERICAN,ENGLISH,31-35 Years
1284,7840,O68,O68,10,1,K,1,G,E71,M,S,16,0,I9,14,5,11764,GERMAN,ENGLISH,16-20 Years
1285,7839,H42,H42,10,1,K,1,G,E66,F,S,12,0,I9,53,18,11792,GERMAN,ENGLISH,11-15 Years
1286,7858,H42,H42,19,1,E,6,K,~,M,S,40,0,U0,0,18,11518,ITALIAN,ENGLISH,36+ Years
1287,7858,J53,J53,10,1,K,2,J,E47,M,S,26,0,I1,55,18,11710,GERMAN,ENGLISH,26-30 Years
1288,7840,H42,H42,10,1,K,3,D,E88,M,S,22,0,I9,55,5,11961,GERMAN,ENGLISH,20-25 Years
1289,7868,L63,L63,19,19,E,4,L,E72,M,S,22,0,I9,54,18,11955,ITALIAN,ITALIAN,20-25 Years
1290,7868,J51,J51,10,1,K,1,C,E73,M,S,46,0,K4,14,5,11776,GERMAN,ENGLISH,36+ Years
1291,7858,P70,P70,10,1,K,1,A,E85,M,S,38,0,I9,54,5,11561,GERMAN,ENGLISH,36+ Years
1292,7801,G38,G38,1,1,K,3,E,E57,F,A,26,0,K1,13,18,11703,ENGLISH,ENGLISH,26-30 Years
1293,7837,D18,D18,20,20,O,2,A,E25,F,A,16,0,I5,52,18,10460,HISPANIC,SPANISH,16-20 Years
1294,7858,L63,L63,19,13,E,1,F,E69,M,S,21,1,I9,54,18,11520,ITALIAN,CZECH,20-25 Years
1295,7806,C17,C17,~,~,~,~,D,~,F,~,5,0,I8,55,18,6606,UNKNOWN,UNKNOWN,1-5 Years
